Date,Location,Rank,Score,Corps
2016-07-20,"Broken Arrow, OK",3rd,76.35,Blue Stars
2016-07-20,"Broken Arrow, OK",4th,76.05,Crossmen
2016-07-20,"Broken Arrow, OK",5th,72.05,Colts
2016-07-20,"Broken Arrow, OK",6th,69.25,Spirit of Atlanta
2016-07-20,"Broken Arrow, OK",8th,64.75,Seattle Cascades
2016-07-21,"Belton, TX",1st,79.45,Phantom Regiment
2016-07-21,"Belton, TX",2nd,77.7,Blue Stars
2016-07-21,"Belton, TX",3rd,76.65,Madison Scouts
2016-07-21,"Belton, TX",4th,76.2,Crossmen
2016-07-21,"Belton, TX",5th,74.15,Boston Crusaders
2016-07-21,"Belton, TX",6th,74.1,Troopers
2016-07-21,"Belton, TX",7th,71.8,Colts
2016-07-21,"Belton, TX",9th,68.85,Spirit of Atlanta
2016-07-21,"Belton, TX",10th,63.85,Seattle Cascades
2016-07-21,"Belton, TX",1st,63.2,Genesis
2016-07-21,"Belton, TX",11th,63.1,Jersey Surf
2016-07-21,"Denton, TX",1st,85.6,Carolina Crown
2016-07-21,"Denton, TX",2nd,85.25,Bluecoats
2016-07-21,"Denton, TX",3rd,83.35,The Cadets
2016-07-21,"Denton, TX",5th,81.45,The Cavaliers
2016-07-21,"Denton, TX",6th,79.2,Blue Knights
2016-07-21,"Denton, TX",7th,75.15,The Academy
2016-07-21,"Denton, TX",8th,70.15,Mandarins
2016-07-21,"Denton, TX",9th,67.85,Pacific Crest
2016-07-22,"Houston, TX",1st,86.15,Bluecoats
2016-07-22,"Houston, TX",2nd,85.75,Carolina Crown
2016-07-22,"Houston, TX",3rd,85.65,Blue Devils
2016-07-22,"Houston, TX",5th,82.1,The Cadets
2016-07-22,"Houston, TX",6th,81.35,The Cavaliers
2016-07-22,"Houston, TX",7th,78.9,Phantom Regiment
2016-07-22,"Houston, TX",8th,76.9,Crossmen
2016-07-23,"San Antonio, TX",1st,87.063,Bluecoats
2016-07-23,"San Antonio, TX",2nd,86.788,Carolina Crown
2016-07-23,"San Antonio, TX",3rd,86.35,Blue Devils
2016-07-23,"San Antonio, TX",5th,83.438,The Cadets
2016-07-23,"San Antonio, TX",6th,83.188,The Cavaliers
2016-07-23,"San Antonio, TX",7th,80.538,Phantom Regiment
2016-07-23,"San Antonio, TX",8th,80.0,Blue Knights
2016-07-23,"San Antonio, TX",9th,79.438,Blue Stars
2016-07-23,"San Antonio, TX",10th,77.288,Crossmen
2016-07-23,"San Antonio, TX",11th,76.975,Madison Scouts
2016-07-23,"San Antonio, TX",12th,75.525,The Academy
2016-07-23,"San Antonio, TX",13th,74.838,Boston Crusaders
2016-07-23,"San Antonio, TX",14th,73.513,Troopers
2016-07-23,"San Antonio, TX",15th,72.113,Colts
2016-07-23,"San Antonio, TX",16th,70.875,Mandarins
2016-07-23,"San Antonio, TX",18th,68.988,Spirit of Atlanta
2016-07-23,"San Antonio, TX",19th,66.875,Pacific Crest
2016-07-23,"San Antonio, TX",1st,64.95,Genesis
2016-07-23,"San Antonio, TX",20th,64.075,Seattle Cascades
2016-07-23,"San Antonio, TX",21st,62.7,Jersey Surf
2016-07-25,"Dallas, TX",1st,88.0,Blue Devils
2016-07-25,"Dallas, TX",2nd,87.6,Bluecoats
2016-07-25,"Dallas, TX",3rd,81.65,Phantom Regiment
2016-07-25,"Dallas, TX",4th,81.2,Blue Knights
2016-07-25,"Dallas, TX",5th,78.85,Crossmen
2016-07-25,"Dallas, TX",6th,77.15,Boston Crusaders
2016-07-25,"Dallas, TX",7th,74.55,Troopers
2016-07-25,"Dallas, TX",1st,65.35,Genesis
2016-07-26,"Biloxi, MS",1st,88.4,Carolina Crown
2016-07-26,"Biloxi, MS",2nd,80.35,Blue Stars
2016-07-26,"Biloxi, MS",3rd,73.4,Colts
2016-07-26,"Biloxi, MS",4th,69.45,Spirit of Atlanta
2016-07-26,"Biloxi, MS",5th,69.35,Pacific Crest
2016-07-26,"Biloxi, MS",6th,65.55,Seattle Cascades
2016-07-26,"Mustang, OK",1st,85.05,The Cavaliers
2016-07-26,"Mustang, OK",2nd,83.275,Blue Knights
2016-07-26,"Mustang, OK",3rd,82.7,Phantom Regiment
2016-07-26,"Mustang, OK",4th,79.9,The Academy
2016-07-26,"Mustang, OK",5th,76.35,Troopers
2016-07-27,"Hattiesburg, MS",1st,89.4,Blue Devils
2016-07-27,"Hattiesburg, MS",2nd,87.0,The Cadets
2016-07-27,"Hattiesburg, MS",3rd,83.6,Blue Stars
2016-07-27,"Hattiesburg, MS",5th,75.4,Mandarins
2016-07-27,"Hattiesburg, MS",6th,72.15,Pacific Crest
2016-07-27,"Hattiesburg, MS",7th,67.55,Jersey Surf
2016-07-27,"Little Rock, AR",1st,89.6,Bluecoats
2016-07-27,"Little Rock, AR",2nd,86.0,The Cavaliers
2016-07-27,"Little Rock, AR",3rd,80.875,Crossmen
2016-07-27,"Little Rock, AR",4th,79.85,The Academy
2016-07-27,"Little Rock, AR",5th,79.75,Madison Scouts
2016-07-27,"Little Rock, AR",6th,78.15,Boston Crusaders
2016-07-27,"Little Rock, AR",7th,76.55,Troopers
2016-07-27,"Little Rock, AR",8th,72.15,Spirit of Atlanta
2016-07-27,"Oskaloosa, IA",2nd,64.0,Genesis
2016-07-28,"Birmingham, AL",1st,87.3,The Cavaliers
2016-07-28,"Birmingham, AL",2nd,84.95,Blue Knights
2016-07-28,"Birmingham, AL",3rd,82.35,Crossmen
2016-07-28,"Birmingham, AL",4th,81.25,The Academy
2016-07-28,"Birmingham, AL",5th,78.85,Troopers
2016-07-28,"Birmingham, AL",6th,73.25,Pacific Crest
2016-07-28,"Birmingham, AL",7th,73.0,Spirit of Atlanta
2016-07-28,"Birmingham, AL",8th,67.75,Jersey Surf
2016-07-29,"Cedar Rapids, IA",3rd,63.8,Genesis
2016-07-29,"Nashville, TN",1st,90.8,Bluecoats
2016-07-29,"Nashville, TN",2nd,90.45,Blue Devils
2016-07-29,"Nashville, TN",3rd,89.8,Carolina Crown
2016-07-29,"Nashville, TN",5th,86.8,The Cadets
2016-07-29,"Nashville, TN",6th,84.15,Blue Knights
2016-07-29,"Nashville, TN",7th,84.125,Phantom Regiment
2016-07-29,"Nashville, TN",8th,82.875,Madison Scouts
2016-07-29,"Nashville, TN",1st,65.45,Music City
2016-07-29,"Opelika, AL",1st,83.85,Blue Stars
2016-07-29,"Opelika, AL",2nd,78.1,Boston Crusaders
2016-07-29,"Opelika, AL",3rd,76.95,Colts
2016-07-29,"Opelika, AL",5th,75.95,Mandarins
2016-07-29,"Opelika, AL",6th,73.15,Spirit of Atlanta
2016-07-29,"Opelika, AL",7th,70.85,Seattle Cascades
2016-07-30,"Atlanta, GA",1st,91.713,Bluecoats
2016-07-30,"Atlanta, GA",2nd,91.488,Blue Devils
2016-07-30,"Atlanta, GA",3rd,90.875,Carolina Crown
2016-07-30,"Atlanta, GA",5th,88.05,The Cadets
2016-07-30,"Atlanta, GA",6th,87.625,The Cavaliers
2016-07-30,"Atlanta, GA",7th,84.938,Blue Knights
2016-07-30,"Atlanta, GA",8th,84.85,Blue Stars
2016-07-30,"Atlanta, GA",9th,84.05,Phantom Regiment
2016-07-30,"Atlanta, GA",10th,82.25,Crossmen
2016-07-30,"Atlanta, GA",11th,81.5,Madison Scouts
2016-07-30,"Atlanta, GA",12th,81.413,The Academy
2016-07-30,"Atlanta, GA",13th,78.925,Troopers
2016-07-30,"Atlanta, GA",14th,78.475,Boston Crusaders
2016-07-30,"Atlanta, GA",15th,76.775,Colts
2016-07-30,"Atlanta, GA",16th,75.85,Mandarins
2016-07-30,"Atlanta, GA",17th,74.325,Spirit of Atlanta
2016-07-30,"Atlanta, GA",19th,71.8,Pacific Crest
2016-07-30,"Atlanta, GA",20th,70.35,Seattle Cascades
2016-07-30,"Atlanta, GA",21st,68.55,Jersey Surf
2016-07-30,"Farmington, MN",3rd,64.45,Genesis
2016-07-31,"Three Rivers, MI",2nd,65.3,Music City
2016-07-31,"Winston-Salem, NC",1st,91.95,Bluecoats
2016-07-31,"Winston-Salem, NC",3rd,87.5,The Cavaliers
2016-07-31,"Winston-Salem, NC",4th,84.5,Phantom Regiment
2016-07-31,"Winston-Salem, NC",5th,81.95,Madison Scouts
2016-08-01,"Charleston, WV",1st,91.75,Bluecoats
2016-08-01,"Charleston, WV",2nd,85.25,Phantom Regiment
2016-08-01,"Charleston, WV",3rd,80.5,Troopers
2016-08-01,"Charleston, WV",4th,79.05,Colts
2016-08-01,"Charleston, WV",5th,72.15,Seattle Cascades
2016-08-01,"Salem, VA",1st,89.05,The Cavaliers
2016-08-01,"Salem, VA",2nd,85.7,Blue Knights
2016-08-01,"Salem, VA",3rd,83.45,Crossmen
2016-08-01,"Salem, VA",5th,75.9,Mandarins
2016-08-01,"Salem, VA",6th,75.3,Spirit of Atlanta
2016-08-01,"Salem, VA",7th,70.1,Jersey Surf
2016-08-02,"Annapolis, MD",1st,92.15,Blue Devils
2016-08-02,"Annapolis, MD",3rd,89.0,The Cadets
2016-08-02,"Annapolis, MD",4th,85.95,Blue Knights
2016-08-02,"Annapolis, MD",5th,84.2,Crossmen
2016-08-02,"Annapolis, MD",6th,81.05,Boston Crusaders
2016-08-02,"Annapolis, MD",8th,76.7,Mandarins
2016-08-02,"Annapolis, MD",9th,70.85,Jersey Surf
2016-08-02,"Centerville, OH",1st,91.4,Carolina Crown
2016-08-02,"Centerville, OH",2nd,85.35,Blue Stars
2016-08-02,"Centerville, OH",3rd,83.95,Madison Scouts
2016-08-02,"Centerville, OH",4th,81.95,The Academy
2016-08-02,"Centerville, OH",5th,79.1,Colts
2016-08-02,"Centerville, OH",6th,74.45,Spirit of Atlanta
2016-08-02,"Centerville, OH",7th,72.9,Pacific Crest
2016-08-02,"Ft. Wayne, IN",4th,65.75,Music City
2016-08-02,"Macomb, IL",2nd,67.5,Genesis
2016-08-03,"Dixon, IL",3rd,68.0,Genesis
2016-08-03,"Pittsburgh, PA",1st,92.05,Carolina Crown
2016-08-03,"Pittsburgh, PA",2nd,85.8,Blue Stars
2016-08-03,"Pittsburgh, PA",3rd,84.15,Madison Scouts
2016-08-03,"Pittsburgh, PA",4th,82.4,The Academy
2016-08-03,"Pittsburgh, PA",5th,81.35,Troopers
2016-08-03,"Pittsburgh, PA",6th,79.85,Colts
2016-08-03,"Pittsburgh, PA",7th,73.7,Pacific Crest
2016-08-04,"Chester, PA",1st,93.45,Bluecoats
2016-08-04,"Chester, PA",2nd,92.85,Carolina Crown
2016-08-04,"Chester, PA",4th,90.3,The Cadets
2016-08-04,"Chester, PA",5th,87.05,Phantom Regiment
2016-08-04,"Chester, PA",6th,86.85,Blue Knights
2016-08-04,"Chester, PA",7th,84.85,Crossmen
2016-08-04,"Chester, PA",8th,83.725,Madison Scouts
2016-08-04,"Quincy, MA",1st,90.6,The Cavaliers
2016-08-04,"Quincy, MA",2nd,85.8,Boston Crusaders
2016-08-04,"Quincy, MA",3rd,80.7,Mandarins
2016-08-05,"Allentown, PA",1st,94.625,Bluecoats
2016-08-05,"Allentown, PA",2nd,94.275,Blue Devils
2016-08-05,"Allentown, PA",3rd,88.65,Blue Knights
2016-08-05,"Allentown, PA",4th,85.55,The Academy
2016-08-05,"Allentown, PA",5th,84.15,Madison Scouts
2016-08-05,"Allentown, PA",6th,81.825,Troopers
2016-08-05,"Allentown, PA",7th,79.9,Colts
2016-08-05,"Allentown, PA",8th,75.25,Spirit of Atlanta
2016-08-05,"Allentown, PA",9th,72.55,Seattle Cascades
2016-08-05,"Johnsonburg, PA",4th,67.525,Music City
2016-08-06,"Allentown, PA",1st,94.263,Carolina Crown
2016-08-06,"Allentown, PA",3rd,91.925,The Cavaliers
2016-08-06,"Allentown, PA",4th,91.888,The Cadets
2016-08-06,"Allentown, PA",5th,88.513,Phantom Regiment
2016-08-06,"Allentown, PA",6th,88.45,Blue Stars
2016-08-06,"Allentown, PA",7th,86.15,Crossmen
2016-08-06,"Allentown, PA",8th,84.2,Boston Crusaders
2016-08-06,"Allentown, PA",10th,78.038,Mandarins
2016-08-06,"Allentown, PA",11th,75.925,Pacific Crest
2016-08-06,"Allentown, PA",12th,70.75,Jersey Surf
2016-08-06,"Avon Lake, OH",2nd,73.85,Genesis
2016-08-06,"Avon Lake, OH",4th,70.15,Music City
2016-08-07,"Buffalo, NY",1st,94.5,Bluecoats
2016-08-07,"Buffalo, NY",2nd,94.45,Blue Devils
2016-08-07,"Buffalo, NY",3rd,93.775,Carolina Crown
2016-08-07,"Buffalo, NY",4th,91.6,The Cadets
2016-08-07,"Buffalo, NY",5th,90.8,The Cavaliers
2016-08-07,"Buffalo, NY",6th,87.2,Phantom Regiment
2016-08-07,"Buffalo, NY",7th,82.4,Boston Crusaders
2016-08-07,"Rome, NY",2nd,88.25,Blue Stars
2016-08-07,"Rome, NY",3rd,85.65,The Academy
2016-08-07,"Rome, NY",4th,84.35,Madison Scouts
2016-08-07,"Rome, NY",5th,81.4,Troopers
2016-08-07,"Rome, NY",6th,79.95,Colts
2016-08-07,"Rome, NY",7th,74.95,Spirit of Atlanta
2016-08-07,"Rome, NY",8th,72.3,Seattle Cascades
2016-08-08,"Erie, PA",1st,88.35,Blue Stars
2016-08-08,"Erie, PA",2nd,87.0,Crossmen
2016-08-08,"Erie, PA",3rd,83.6,Boston Crusaders
2016-08-08,"Erie, PA",4th,82.7,Troopers
2016-08-08,"Erie, PA",5th,78.85,Mandarins
2016-08-08,"Erie, PA",7th,75.55,Pacific Crest
2016-08-08,"Erie, PA",8th,70.8,Jersey Surf
2016-08-08,"Massillon, OH",1st,94.95,Bluecoats
2016-08-08,"Massillon, OH",2nd,94.8,Carolina Crown
2016-08-08,"Massillon, OH",3rd,91.8,The Cadets
2016-08-08,"Massillon, OH",5th,90.25,The Cavaliers
2016-08-08,"Massillon, OH",6th,87.85,Blue Knights
2016-08-08,"Massillon, OH",7th,84.5,Madison Scouts
2016-08-08,"Michigan City, IN",4th,75.6,Genesis
2016-08-08,"Michigan City, IN",6th,73.45,Music City
2016-08-09,"Michigan City, IN",4th,75.25,Genesis
2016-08-09,"Michigan City, IN",6th,72.15,Music City
2016-08-11,"Indianapolis, IN",1st,97.225,Bluecoats
2016-08-11,"Indianapolis, IN",2nd,96.6,Blue Devils
2016-08-11,"Indianapolis, IN",3rd,96.263,Carolina Crown
2016-08-11,"Indianapolis, IN",5th,93.475,The Cadets
2016-08-11,"Indianapolis, IN",6th,93.213,The Cavaliers
2016-08-11,"Indianapolis, IN",7th,90.925,Blue Knights
2016-08-11,"Indianapolis, IN",8th,90.6,Phantom Regiment
2016-08-11,"Indianapolis, IN",9th,89.975,Blue Stars
2016-08-11,"Indianapolis, IN",10th,87.875,Crossmen
2016-08-11,"Indianapolis, IN",11th,87.15,The Academy
2016-08-11,"Indianapolis, IN",12th,85.688,Madison Scouts
2016-08-11,"Indianapolis, IN",13th,84.9,Boston Crusaders
2016-08-11,"Indianapolis, IN",14th,83.438,Troopers
2016-08-11,"Indianapolis, IN",16th,82.575,Colts
2016-08-11,"Indianapolis, IN",17th,81.0,Mandarins
2016-08-11,"Indianapolis, IN",19th,78.775,Pacific Crest
2016-08-11,"Indianapolis, IN",21st,77.5,Spirit of Atlanta
2016-08-11,"Indianapolis, IN",22nd,76.388,Seattle Cascades
2016-08-11,"Indianapolis, IN",24th,73.3,Genesis
2016-08-11,"Indianapolis, IN",26th,71.988,Jersey Surf
2016-08-11,"Indianapolis, IN",27th,71.725,Music City
2016-08-12,"Indianapolis, IN",1st,97.263,Bluecoats
2016-08-12,"Indianapolis, IN",2nd,96.988,Blue Devils
2016-08-12,"Indianapolis, IN",3rd,96.925,Carolina Crown
2016-08-12,"Indianapolis, IN",5th,93.775,The Cavaliers
2016-08-12,"Indianapolis, IN",6th,93.225,The Cadets
2016-08-12,"Indianapolis, IN",7th,91.625,Blue Knights
2016-08-12,"Indianapolis, IN",8th,89.763,Phantom Regiment
2016-08-12,"Indianapolis, IN",9th,89.475,Blue Stars
2016-08-12,"Indianapolis, IN",10th,87.65,Crossmen
2016-08-12,"Indianapolis, IN",11th,87.225,The Academy
2016-08-12,"Indianapolis, IN",12th,85.525,Boston Crusaders
2016-08-12,"Indianapolis, IN",13th,85.263,Madison Scouts
2016-08-12,"Indianapolis, IN",14th,83.275,Troopers
2016-08-12,"Indianapolis, IN",16th,81.513,Colts
2016-08-12,"Indianapolis, IN",17th,81.2,Mandarins
2016-08-12,"Indianapolis, IN",19th,78.875,Pacific Crest
2016-08-12,"Indianapolis, IN",21st,76.675,Spirit of Atlanta
2016-08-12,"Indianapolis, IN",22nd,75.15,Seattle Cascades
2016-08-12,"Indianapolis, IN",23rd,73.375,Genesis
2016-08-13,"Indianapolis, IN",1st,97.65,Bluecoats
2016-08-13,"Indianapolis, IN",2nd,97.25,Blue Devils
2016-08-13,"Indianapolis, IN",3rd,97.088,Carolina Crown
2016-08-13,"Indianapolis, IN",5th,94.025,The Cavaliers
2016-08-13,"Indianapolis, IN",6th,92.763,The Cadets
2016-08-13,"Indianapolis, IN",7th,90.738,Blue Knights
2016-08-13,"Indianapolis, IN",8th,89.963,Phantom Regiment
2016-08-13,"Indianapolis, IN",9th,89.05,Blue Stars
2016-08-13,"Indianapolis, IN",10th,86.975,Crossmen
2016-08-13,"Indianapolis, IN",11th,86.1,The Academy
2016-08-13,"Indianapolis, IN",12th,84.8,Boston Crusaders
2017-06-22,"Indianapolis, IN",1st,72.3,Bluecoats
2017-06-22,"Indianapolis, IN",2nd,70.95,Carolina Crown
2017-06-22,"Indianapolis, IN",3rd,70.15,The Cavaliers
2017-06-22,"Indianapolis, IN",4th,68.3,The Cadets
2017-06-22,"Indianapolis, IN",5th,64.15,Blue Stars
2017-06-22,"Indianapolis, IN",6th,63.8,Crossmen
2017-06-23,"Clovis, CA",1st,71.75,Blue Devils
2017-06-23,"Clovis, CA",3rd,66.0,Blue Knights
2017-06-23,"Clovis, CA",4th,64.65,Phantom Regiment
2017-06-23,"Clovis, CA",5th,63.65,The Academy
2017-06-23,"Clovis, CA",6th,60.5,Mandarins
2017-06-23,"Clovis, CA",6th,60.5,Pacific Crest
2017-06-24,"Massillon, OH",1st,72.7,Bluecoats
2017-06-24,"Massillon, OH",2nd,71.45,Carolina Crown
2017-06-24,"Massillon, OH",3rd,69.2,The Cadets
2017-06-24,"Massillon, OH",4th,68.15,Boston Crusaders
2017-06-24,"Massillon, OH",5th,61.4,Troopers
2017-06-24,"Sacramento, CA",1st,67.55,Blue Knights
2017-06-24,"Sacramento, CA",2nd,65.5,Phantom Regiment
2017-06-24,"Sacramento, CA",3rd,64.1,The Academy
2017-06-24,"Sacramento, CA",4th,62.1,Mandarins
2017-06-24,"Sacramento, CA",5th,60.2,Pacific Crest
2017-06-24,"Whitewater, WI",1st,71.05,The Cavaliers
2017-06-24,"Whitewater, WI",2nd,65.9,Crossmen
2017-06-24,"Whitewater, WI",3rd,65.65,Blue Stars
2017-06-24,"Whitewater, WI",4th,64.2,Madison Scouts
2017-06-24,"Whitewater, WI",5th,58.25,Colts
2017-06-25,"Michigan City, IN",1st,72.7,Carolina Crown
2017-06-25,"Michigan City, IN",2nd,71.5,The Cavaliers
2017-06-25,"Michigan City, IN",3rd,66.1,Blue Stars
2017-06-25,"Michigan City, IN",4th,66.0,Crossmen
2017-06-25,"Michigan City, IN",5th,64.6,Madison Scouts
2017-06-25,"Michigan City, IN",6th,60.6,Colts
2017-06-25,"Stanford, CA",1st,72.0,Blue Devils
2017-06-25,"Stanford, CA",3rd,67.85,Blue Knights
2017-06-25,"Stanford, CA",4th,66.7,Phantom Regiment
2017-06-25,"Stanford, CA",5th,64.3,Mandarins
2017-06-25,"Stanford, CA",6th,63.35,The Academy
2017-06-25,"Stanford, CA",7th,60.65,Pacific Crest
2017-06-26,"Hamilton, OH",1st,74.6,Bluecoats
2017-06-26,"Hamilton, OH",2nd,73.4,Carolina Crown
2017-06-26,"Hamilton, OH",3rd,71.6,The Cavaliers
2017-06-26,"Hamilton, OH",4th,69.1,Boston Crusaders
2017-06-26,"Hamilton, OH",5th,67.0,Crossmen
2017-06-26,"Hamilton, OH",6th,63.0,Troopers
2017-06-26,"Hamilton, OH",7th,61.8,Colts
2017-06-27,"Pittsburgh, PA",1st,74.7,Bluecoats
2017-06-27,"Pittsburgh, PA",2nd,71.9,The Cadets
2017-06-27,"Pittsburgh, PA",3rd,69.1,Crossmen
2017-06-27,"Pittsburgh, PA",4th,62.4,Troopers
2017-06-27,"Pittsburgh, PA",5th,62.1,Colts
2017-06-27,"Pittsburgh, PA",6th,61.0,Spirit of Atlanta
2017-06-27,"Pittsburgh, PA",7th,55.2,Genesis
2017-06-28,"Evansville, IN",1st,72.6,The Cavaliers
2017-06-28,"Evansville, IN",2nd,69.5,Boston Crusaders
2017-06-28,"Evansville, IN",3rd,67.6,Blue Stars
2017-06-28,"Evansville, IN",4th,67.1,Madison Scouts
2017-06-28,"Evansville, IN",1st,52.4,Music City
2017-06-30,"Oceanside, CA",2nd,69.1,Blue Knights
2017-06-30,"Oceanside, CA",3rd,68.05,Phantom Regiment
2017-06-30,"Oceanside, CA",4th,65.3,Mandarins
2017-06-30,"Oceanside, CA",5th,63.45,The Academy
2017-06-30,"Oceanside, CA",6th,61.8,Pacific Crest
2017-07-01,"Lisle, IL",1st,75.4,Bluecoats
2017-07-01,"Lisle, IL",2nd,73.6,The Cavaliers
2017-07-01,"Lisle, IL",3rd,70.7,Boston Crusaders
2017-07-01,"Lisle, IL",4th,68.7,Blue Stars
2017-07-01,"Lisle, IL",5th,66.3,Madison Scouts
2017-07-01,"Lisle, IL",6th,63.4,Troopers
2017-07-01,"Pasadena, CA",1st,74.5,Blue Devils
2017-07-01,"Pasadena, CA",3rd,69.7,Blue Knights
2017-07-01,"Pasadena, CA",4th,68.3,Phantom Regiment
2017-07-01,"Pasadena, CA",5th,66.2,Mandarins
2017-07-01,"Pasadena, CA",6th,64.3,The Academy
2017-07-01,"Pasadena, CA",7th,62.6,Pacific Crest
2017-07-02,"Clifton, NJ",1st,76.5,Carolina Crown
2017-07-02,"Clifton, NJ",2nd,75.4,The Cadets
2017-07-02,"Clifton, NJ",3rd,71.5,Crossmen
2017-07-02,"Clifton, NJ",4th,65.5,Colts
2017-07-02,"Clifton, NJ",5th,64.6,Spirit of Atlanta
2017-07-02,"Clifton, NJ",6th,53.9,Jersey Surf
2017-07-02,"La Crosse, WI",1st,76.9,Bluecoats
2017-07-02,"La Crosse, WI",2nd,74.8,The Cavaliers
2017-07-02,"La Crosse, WI",3rd,71.4,Boston Crusaders
2017-07-02,"La Crosse, WI",4th,69.9,Blue Stars
2017-07-02,"La Crosse, WI",5th,69.6,Madison Scouts
2017-07-02,"La Crosse, WI",6th,63.5,Troopers
2017-07-02,"Riverside, CA",1st,76.1,Blue Devils
2017-07-02,"Riverside, CA",3rd,70.3,Phantom Regiment
2017-07-02,"Riverside, CA",4th,70.2,Blue Knights
2017-07-02,"Riverside, CA",5th,67.6,Mandarins
2017-07-02,"Riverside, CA",6th,66.05,The Academy
2017-07-02,"Riverside, CA",7th,63.6,Pacific Crest
2017-07-03,"Cedarburg, WI",1st,75.4,The Cavaliers
2017-07-03,"Cedarburg, WI",2nd,73.1,Boston Crusaders
2017-07-03,"Cedarburg, WI",3rd,70.3,Madison Scouts
2017-07-03,"Cedarburg, WI",1st,59.4,Music City
2017-07-03,"Cranston, RI",1st,77.0,Carolina Crown
2017-07-03,"Cranston, RI",2nd,75.1,The Cadets
2017-07-03,"Cranston, RI",3rd,71.7,Crossmen
2017-07-03,"Cranston, RI",4th,65.9,Colts
2017-07-03,"Cranston, RI",5th,64.8,Spirit of Atlanta
2017-07-03,"Cranston, RI",6th,57.0,Genesis
2017-07-03,"Cranston, RI",7th,52.5,Jersey Surf
2017-07-03,"Mankato, MN",1st,78.3,Bluecoats
2017-07-03,"Mankato, MN",2nd,71.6,Blue Stars
2017-07-03,"Mankato, MN",3rd,64.4,Troopers
2017-07-03,"Mesa, AZ",2nd,66.7,The Academy
2017-07-04,"Lynn, MA",1st,77.6,Carolina Crown
2017-07-04,"Lynn, MA",2nd,76.4,The Cadets
2017-07-04,"Lynn, MA",3rd,72.5,Crossmen
2017-07-04,"Lynn, MA",4th,66.3,Colts
2017-07-04,"Lynn, MA",5th,63.3,Spirit of Atlanta
2017-07-04,"Lynn, MA",6th,57.5,Genesis
2017-07-04,"Lynn, MA",7th,54.8,Jersey Surf
2017-07-05,"Chickasha, OK",2nd,71.0,Phantom Regiment
2017-07-05,"Chickasha, OK",3rd,66.5,The Academy
2017-07-06,"Wausau, WI",1st,71.8,Blue Stars
2017-07-06,"Wausau, WI",2nd,71.4,Madison Scouts
2017-07-06,"Wausau, WI",3rd,65.4,Troopers
2017-07-07,"Columbia, SC",1st,79.2,Carolina Crown
2017-07-07,"Columbia, SC",2nd,76.9,The Cavaliers
2017-07-07,"Columbia, SC",3rd,76.7,The Cadets
2017-07-07,"Columbia, SC",4th,74.45,Boston Crusaders
2017-07-07,"Columbia, SC",5th,65.2,Spirit of Atlanta
2017-07-07,"Columbia, SC",6th,57.6,Jersey Surf
2017-07-07,"Hillsboro, OR",1st,79.95,Blue Devils
2017-07-07,"Hillsboro, OR",2nd,72.95,Blue Knights
2017-07-07,"Hillsboro, OR",4th,62.4,Seattle Cascades
2017-07-07,"Rockford, IL",1st,79.3,Bluecoats
2017-07-07,"Rockford, IL",3rd,73.4,Phantom Regiment
2017-07-07,"Rockford, IL",4th,68.9,The Academy
2017-07-07,"Rockford, IL",5th,67.3,Troopers
2017-07-07,"Rockford, IL",1st,59.6,Music City
2017-07-08,"Minneapolis, MN",2nd,80.1,Bluecoats
2017-07-08,"Minneapolis, MN",3rd,74.9,Phantom Regiment
2017-07-08,"Minneapolis, MN",4th,73.375,Blue Stars
2017-07-08,"Minneapolis, MN",5th,72.85,Crossmen
2017-07-08,"Minneapolis, MN",6th,70.775,Madison Scouts
2017-07-08,"Minneapolis, MN",7th,68.75,The Academy
2017-07-08,"Minneapolis, MN",8th,67.4,Troopers
2017-07-08,"Minneapolis, MN",9th,60.225,Genesis
2017-07-08,"Orlando, FL",1st,81.9,Carolina Crown
2017-07-08,"Orlando, FL",2nd,79.85,The Cavaliers
2017-07-08,"Orlando, FL",3rd,78.45,The Cadets
2017-07-08,"Orlando, FL",4th,77.0,Boston Crusaders
2017-07-08,"Orlando, FL",5th,67.65,Colts
2017-07-08,"Orlando, FL",6th,65.35,Spirit of Atlanta
2017-07-08,"Orlando, FL",7th,57.0,Jersey Surf
2017-07-08,"Sacramento, CA",1st,71.4,Mandarins
2017-07-08,"Sacramento, CA",2nd,66.3,Pacific Crest
2017-07-08,"Shoreline, WA",1st,81.9,Blue Devils
2017-07-08,"Shoreline, WA",2nd,74.9,Blue Knights
2017-07-08,"Shoreline, WA",4th,63.75,Seattle Cascades
2017-07-09,"Madison, WI",2nd,75.7,Phantom Regiment
2017-07-09,"Madison, WI",3rd,72.15,Madison Scouts
2017-07-09,"Madison, WI",1st,57.95,Music City
2017-07-09,"Pleasant Hill, CA",1st,71.0,Mandarins
2017-07-09,"Pleasant Hill, CA",2nd,65.5,Pacific Crest
2017-07-09,"Rochester, MN",1st,81.8,Bluecoats
2017-07-09,"Rochester, MN",2nd,74.25,Blue Stars
2017-07-09,"Rochester, MN",3rd,73.7,Crossmen
2017-07-09,"Rochester, MN",4th,69.5,The Academy
2017-07-09,"Rochester, MN",5th,68.4,Troopers
2017-07-10,"Jupiter, FL",1st,80.55,The Cavaliers
2017-07-10,"Jupiter, FL",2nd,78.6,The Cadets
2017-07-10,"Jupiter, FL",3rd,77.8,Boston Crusaders
2017-07-10,"Jupiter, FL",4th,69.85,Colts
